cds,stype,name,sname,snum,dname,dnum,cname,cnum,flag,pcttest,api00,api99,target,growth,sch.wide,comp.imp,both,awards,meals,ell,yr.rnd,mobility,acs.k3,acs.46,acs.core,pct.resp,not.hsg,hsg,some.col,col.grad,grad.sch,avg.ed,full,emer,enroll,api.stu
19647336018634,E,Pacific Palisad,Pacific Palisades Elementary (Char),1862,Los Angeles Unified,401,Los Angeles,18,NA,100,815,785,1,30,Yes,Yes,Yes,Yes,24,18,NA,15,18,30,NA,86,10,9,10,32,39,3.809999942779541,100,0,300,244
19647336018642,E,Pacoima Element,Pacoima Elementary,1863,Los Angeles Unified,401,Los Angeles,18,NA,99,387,338,23,49,Yes,Yes,Yes,Yes,96,80,No,14,19,28,NA,54,67,21,7,4,1,1.5,53,32,1013,975
19647336018659,E,Palms Elementar,Palms Elementary,1864,Los Angeles Unified,401,Los Angeles,18,NA,100,628,561,12,67,Yes,Yes,Yes,Yes,81,47,NA,18,19,25,NA,98,35,41,15,8,1,1.9900000095367432,82,21,331,269
19647336018667,E,Park Avenue Ele,Park Avenue Elementary,1865,Los Angeles Unified,401,Los Angeles,18,NA,92,495,429,19,66,Yes,Yes,Yes,No,99,60,No,18,17,29,NA,68,52,34,9,5,0,1.6699999570846558,62,34,578,463
19647336018675,E,Park Western Pl,Park Western Place Elementary,1866,Los Angeles Unified,401,Los Angeles,18,NA,100,821,793,1,28,Yes,Yes,Yes,Yes,48,9,NA,20,18,29,NA,60,5,17,15,40,23,3.5799999237060547,82,18,393,355
19647336018683,E,Parmelee Avenue,Parmelee Avenue Elementary,1867,Los Angeles Unified,401,Los Angeles,18,NA,94,387,366,22,21,No,Yes,No,No,100,70,No,12,18,27,NA,45,78,14,6,1,2,1.340000033378601,54,33,925,832
19647336018691,E,Parthenia Stree,Parthenia Street Elementary,1868,Los Angeles Unified,401,Los Angeles,18,NA,99,486,422,19,64,Yes,Yes,Yes,Yes,96,75,No,16,19,30,NA,88,79,17,3,2,0,1.2799999713897705,47,53,617,550
19647336018709,E,Paseo del Rey F,Paseo del Rey Fundamental,1869,Los Angeles Unified,401,Los Angeles,18,NA,100,730,698,5,32,Yes,Yes,Yes,Yes,51,8,NA,16,20,30,NA,64,4,15,26,31,24,3.569999933242798,92,8,391,376
19647336018717,E,Pinewood Avenue,Pinewood Avenue Elementary,1870,Los Angeles Unified,401,Los Angeles,18,NA,93,515,447,18,68,Yes,Yes,Yes,No,93,58,NA,13,18,27,NA,6,12,24,30,33,0,2.8499999046325684,76,22,541,470
19647336018725,E,Plainview Avenu,Plainview Avenue Elementary,1871,Los Angeles Unified,401,Los Angeles,18,NA,100,594,521,14,73,Yes,Yes,Yes,Yes,63,37,NA,27,18,31,NA,97,41,34,15,9,1,1.9500000476837158,65,19,334,292
19647336018741,E,Playa del Rey E,Playa del Rey Elementary,1872,Los Angeles Unified,401,Los Angeles,18,NA,98,674,634,8,40,Yes,Yes,Yes,Yes,72,44,NA,7,17,21,NA,98,58,34,5,2,1,1.5299999713897705,57,36,151,142
19647336018758,E,Plummer Element,Plummer Elementary,1873,Los Angeles Unified,401,Los Angeles,18,NA,98,416,405,20,11,No,No,No,No,100,80,No,11,20,29,NA,46,53,25,14,6,2,1.7899999618530273,71,25,1035,929
19647336018766,E,Point Fermin El,Point Fermin Elementary,1874,Los Angeles Unified,401,Los Angeles,18,NA,100,682,624,9,58,Yes,Yes,Yes,Yes,55,6,NA,19,19,29,NA,58,13,23,32,17,15,3,69,19,191,159
19647336018774,E,Pomelo Drive El,Pomelo Drive Elementary,1875,Los Angeles Unified,401,Los Angeles,18,NA,99,874,836,NA,38,Yes,Yes,Yes,Yes,5,3,NA,10,18,33,NA,96,1,19,26,39,16,3.509999990463257,89,8,548,479
19647336018790,E,President Avenu,President Avenue Elementary,1876,Los Angeles Unified,401,Los Angeles,18,NA,99,674,608,10,66,Yes,Yes,Yes,Yes,52,7,NA,14,16,26,NA,74,9,27,33,26,5,2.9100000858306885,81,13,346,308
19647336018808,E,Purche Avenue E,Purche Avenue Elementary,1877,Los Angeles Unified,401,Los Angeles,18,NA,99,559,497,15,62,Yes,Yes,Yes,Yes,78,8,NA,19,18,30,NA,29,2,25,29,40,5,3.2200000286102295,77,29,451,400
19647336018816,E,Queen Anne Plac,Queen Anne Place Elementary,1878,Los Angeles Unified,401,Los Angeles,18,NA,99,489,439,18,50,Yes,Yes,Yes,Yes,100,75,NA,25,19,27,NA,53,25,31,16,26,2,2.490000009536743,60,24,338,272
19647336018824,E,Ramona Elementa,Ramona Elementary,1879,Los Angeles Unified,401,Los Angeles,18,NA,99,636,605,10,31,Yes,Yes,Yes,Yes,100,70,No,9,19,29,NA,53,18,23,16,22,20,3.0199999809265137,80,16,724,688
19647336018832,E,Ranchito Avenue,Ranchito Avenue Elementary,1880,Los Angeles Unified,401,Los Angeles,18,NA,100,521,450,18,71,Yes,Yes,Yes,Yes,89,52,No,23,17,22,NA,75,31,27,21,19,3,2.3399999141693115,72,21,423,355
19647336018840,E,Raymond Avenue ,Raymond Avenue Elementary,1881,Los Angeles Unified,401,Los Angeles,18,NA,98,394,382,21,12,No,No,No,No,99,42,No,22,17,26,NA,32,29,35,23,11,3,2.2300000190734863,68,24,629,560
19647336018857,E,Reseda Elementa,Reseda Elementary,1882,Los Angeles Unified,401,Los Angeles,18,NA,100,550,489,16,61,Yes,Yes,Yes,Yes,90,58,NA,14,20,30,NA,80,30,41,19,10,0,2.0899999141693115,80,12,324,307
19647336018873,E,Richland Avenue,Richland Avenue Elementary,1883,Los Angeles Unified,401,Los Angeles,18,NA,87,542,539,13,3,No,No,No,No,76,44,NA,19,15,24,NA,85,55,26,5,13,1,1.7799999713897705,67,8,224,164
19647336018881,E,Hamasaki (Morri,Hamasaki (Morris K) Elementary,1884,Los Angeles Unified,401,Los Angeles,18,NA,89,456,407,20,49,Yes,Yes,Yes,No,100,64,NA,12,17,29,NA,97,58,22,14,4,2,1.690000057220459,73,27,402,335
19647336018907,E,Rio Vista Eleme,Rio Vista Elementary,1885,Los Angeles Unified,401,Los Angeles,18,NA,98,605,600,10,5,No,No,No,No,68,31,NA,15,17,24,NA,23,11,19,15,52,3,3.1600000858306885,81,19,277,243
19647336018915,E,Ritter Elementa,Ritter Elementary,1886,Los Angeles Unified,401,Los Angeles,18,NA,100,411,399,20,12,No,No,No,No,99,46,No,15,18,27,NA,49,88,9,2,1,0,1.1699999570846558,64,23,291,260
19647336018923,E,Riverside Drive,Riverside Drive Elementary,1887,Los Angeles Unified,401,Los Angeles,18,NA,96,735,684,6,51,Yes,Yes,Yes,Yes,34,13,NA,17,16,28,NA,73,3,21,22,47,8,3.369999885559082,80,17,524,436
19647336018931,E,Lane (Robert Hi,Lane (Robert Hill) Elementary,1888,Los Angeles Unified,401,Los Angeles,18,NA,100,749,737,3,12,Yes,Yes,Yes,Yes,85,35,NA,30,14,23,NA,88,59,22,13,5,1,1.6799999475479126,83,21,240,179
19647336018949,E,Rockdale Elemen,Rockdale Elementary,1889,Los Angeles Unified,401,Los Angeles,18,NA,100,612,555,12,57,Yes,Yes,Yes,Yes,83,20,NA,19,19,27,NA,39,2,48,25,15,11,2.8499999046325684,81,6,259,233
19647336018956,E,Roscoe Elementa,Roscoe Elementary,1890,Los Angeles Unified,401,Los Angeles,18,NA,99,457,421,19,36,Yes,Yes,Yes,Yes,92,77,No,28,19,26,NA,75,57,24,9,9,1,1.7200000286102295,74,15,672,542
19647336018964,E,Roscomare Road ,Roscomare Road Elementary,1891,Los Angeles Unified,401,Los Angeles,18,NA,99,906,893,NA,13,Yes,Yes,Yes,Yes,4,4,NA,5,20,32,NA,95,0,2,4,50,43,4.329999923706055,74,13,299,268
19647336018972,E,Rosemont Avenue,Rosemont Avenue Elementary,1892,Los Angeles Unified,401,Los Angeles,18,NA,98,524,479,16,45,Yes,Yes,Yes,Yes,99,75,No,10,19,31,NA,0,0,0,0,100,0,4,68,33,989,922
19647336018980,E,Rosewood Avenue,Rosewood Avenue Elementary,1893,Los Angeles Unified,401,Los Angeles,18,NA,100,648,601,10,47,Yes,Yes,Yes,Yes,76,45,NA,19,17,32,NA,79,19,22,25,28,7,2.799999952316284,83,7,391,352
19647336018998,E,Rowan Avenue El,Rowan Avenue Elementary,1894,Los Angeles Unified,401,Los Angeles,18,NA,96,459,426,19,33,Yes,Yes,Yes,Yes,99,69,No,8,19,24,NA,43,46,29,13,7,4,1.940000057220459,77,25,833,777
19647336019004,E,Russell Element,Russell Elementary,1895,Los Angeles Unified,401,Los Angeles,18,NA,99,456,415,19,41,Yes,Yes,Yes,Yes,95,65,No,20,18,29,NA,95,98,1,1,1,0,1.059999942779541,58,28,821,732
19647336019020,E,San Gabriel Ave,San Gabriel Avenue Elementary,1896,Los Angeles Unified,401,Los Angeles,18,NA,98,492,466,17,26,Yes,Yes,Yes,Yes,87,70,No,11,18,31,NA,27,40,23,23,11,2,2.130000114440918,66,28,656,597
19647336019038,E,San Jose Street,San Jose Street Elementary,1897,Los Angeles Unified,401,Los Angeles,18,NA,97,660,624,9,36,Yes,Yes,Yes,Yes,55,31,NA,14,18,29,NA,37,12,20,19,31,18,3.2200000286102295,80,15,559,498
19647336019053,E,San Pedro Stree,San Pedro Street Elementary,1898,Los Angeles Unified,401,Los Angeles,18,NA,99,537,434,18,103,Yes,Yes,Yes,Yes,97,81,No,32,17,27,NA,52,73,23,3,1,0,1.309999942779541,59,36,403,287
19647336019061,E,King (Martin Lu,"King (Martin Luther, Jr) Elementary",1899,Los Angeles Unified,401,Los Angeles,18,NA,100,548,555,12,-7,No,No,No,No,100,54,NA,22,19,29,NA,36,31,31,17,20,2,2.309999942779541,59,35,697,635
19647336019079,E,Santa Monica Bo,Santa Monica Boulevard Elementary,1900,Los Angeles Unified,401,Los Angeles,18,NA,98,486,453,17,33,Yes,Yes,Yes,Yes,96,84,No,19,19,26,NA,69,48,27,13,11,1,1.8899999856948853,69,27,739,613
19647336019087,E,Saticoy Element,Saticoy Elementary,1901,Los Angeles Unified,401,Los Angeles,18,NA,97,605,542,13,63,Yes,Yes,Yes,Yes,83,59,NA,19,16,31,NA,0,0,0,0,0,0,NA,63,18,470,395
19647336019095,E,Second Street E,Second Street Elementary,1902,Los Angeles Unified,401,Los Angeles,18,NA,100,488,444,18,44,Yes,Yes,Yes,Yes,100,75,NA,15,17,25,NA,57,58,22,15,4,1,1.6699999570846558,78,23,455,425
19647336019103,E,Selma Avenue El,Selma Avenue Elementary,1903,Los Angeles Unified,401,Los Angeles,18,NA,99,592,489,16,103,Yes,Yes,Yes,Yes,100,67,NA,8,18,27,NA,69,42,21,19,16,3,2.180000066757202,80,10,443,385
19647336019111,E,Serrania Avenue,Serrania Avenue Elementary,1904,Los Angeles Unified,401,Los Angeles,18,NA,99,743,726,4,17,Yes,Yes,Yes,Yes,26,12,NA,15,19,33,NA,82,3,36,18,29,14,3.1600000858306885,82,15,483,430
19647336019129,E,Seventh Street ,Seventh Street Elementary,1905,Los Angeles Unified,401,Los Angeles,18,NA,99,693,663,7,30,Yes,Yes,Yes,Yes,50,4,NA,11,18,27,NA,67,13,42,19,21,5,2.640000104904175,81,12,353,319
19647336019137,E,Seventy-Fifth S,Seventy-Fifth Street Elementary,1906,Los Angeles Unified,401,Los Angeles,18,NA,97,412,383,21,29,Yes,No,No,No,96,65,No,21,19,29,NA,79,43,38,11,7,0,1.840000033378601,60,30,1047,922
19647336019145,E,Seventy-Fourth ,Seventy-Fourth Street Elementary,1907,Los Angeles Unified,401,Los Angeles,18,NA,100,506,482,16,24,Yes,No,No,No,79,7,NA,24,17,27,NA,84,46,25,16,12,1,1.9600000381469727,56,38,637,583
19647336019152,E,Sharp Avenue El,Sharp Avenue Elementary,1908,Los Angeles Unified,401,Los Angeles,18,NA,98,416,378,21,38,Yes,Yes,Yes,Yes,95,72,No,15,18,30,NA,24,43,22,16,10,9,2.190000057220459,59,34,766,676
19647336019160,E,Shenandoah Stre,Shenandoah Street Elementary,1909,Los Angeles Unified,401,Los Angeles,18,NA,84,453,423,19,30,Yes,Yes,Yes,No,98,53,NA,13,18,29,NA,35,19,36,17,25,4,2.569999933242798,61,30,570,437
19647336019178,E,Sheridan Street,Sheridan Street Elementary,1910,Los Angeles Unified,401,Los Angeles,18,NA,100,478,400,20,78,Yes,Yes,Yes,Yes,99,77,NA,13,19,28,NA,49,48,28,11,7,6,1.9299999475479126,71,23,797,762
19647336019186,E,Sherman Oaks El,Sherman Oaks Elementary,1911,Los Angeles Unified,401,Los Angeles,18,NA,100,720,708,5,12,Yes,No,No,No,21,13,NA,20,19,27,NA,72,5,22,18,37,18,3.4100000858306885,81,11,632,570
19647336019194,E,Shirley Avenue ,Shirley Avenue Elementary,1912,Los Angeles Unified,401,Los Angeles,18,NA,98,616,615,9,1,No,No,No,No,78,48,NA,15,18,28,NA,46,14,47,29,9,0,2.3299999237060547,72,21,399,379
19647336019202,E,Short Avenue El,Short Avenue Elementary,1913,Los Angeles Unified,401,Los Angeles,18,NA,99,603,576,11,27,Yes,Yes,Yes,Yes,71,35,NA,22,17,25,NA,81,23,33,21,21,2,2.4800000190734863,76,12,300,241
19647336019210,E,Sierra Park Ele,Sierra Park Elementary,1914,Los Angeles Unified,401,Los Angeles,18,NA,99,487,489,16,-2,No,No,No,No,91,48,No,22,18,27,NA,27,33,32,22,8,5,2.2100000381469727,72,21,717,598
19647336019228,E,Sierra Vista El,Sierra Vista Elementary,1915,Los Angeles Unified,401,Los Angeles,18,NA,100,540,482,16,58,Yes,Yes,Yes,Yes,96,51,NA,12,19,27,NA,3,17,17,33,33,0,2.8299999237060547,55,40,206,182
19647336019236,E,Sixth Avenue El,Sixth Avenue Elementary,1916,Los Angeles Unified,401,Los Angeles,18,NA,96,417,344,23,73,Yes,Yes,Yes,Yes,99,49,No,17,18,32,NA,82,26,59,11,3,0,1.9299999475479126,60,42,650,579
19647336019244,E,Sixty-Eighth St,Sixty-Eighth Street Elementary,1917,Los Angeles Unified,401,Los Angeles,18,NA,100,477,444,18,33,Yes,Yes,Yes,Yes,99,68,No,14,19,28,NA,63,46,30,13,10,1,1.8799999952316284,45,42,655,608
19647336019251,E,Sixty-First Str,Sixty-First Street Elementary,1918,Los Angeles Unified,401,Los Angeles,18,NA,100,424,453,17,-29,No,No,No,No,99,60,NA,23,18,30,NA,51,45,37,12,3,3,1.8200000524520874,41,39,582,512
19647336019269,E,Sixty-Sixth Str,Sixty-Sixth Street Elementary,1919,Los Angeles Unified,401,Los Angeles,18,NA,98,433,425,19,8,No,No,No,No,100,74,No,15,19,31,NA,28,49,29,9,5,8,1.9600000381469727,50,36,859,758
19647336019277,E,Solano Avenue E,Solano Avenue Elementary,1920,Los Angeles Unified,401,Los Angeles,18,NA,100,721,711,4,10,Yes,Yes,Yes,Yes,100,50,NA,20,18,21,NA,97,59,22,8,9,1,1.7100000381469727,80,7,161,131
19647336019285,E,Soto Street Ele,Soto Street Elementary,1921,Los Angeles Unified,401,Los Angeles,18,NA,100,501,457,17,44,Yes,Yes,Yes,Yes,83,63,NA,13,17,30,NA,0,0,0,0,0,0,NA,64,24,298,288
19647336019293,E,South Park Elem,South Park Elementary,1922,Los Angeles Unified,401,Los Angeles,18,NA,100,449,353,22,96,Yes,Yes,Yes,Yes,100,68,No,24,19,27,NA,19,69,22,9,0,1,1.4199999570846558,60,33,690,582
19647336019301,E,South Shores/CS,South Shores/CSUDH Visual & Performing A,1923,Los Angeles Unified,401,Los Angeles,18,NA,99,784,746,3,38,Yes,Yes,Yes,Yes,43,4,NA,13,18,30,NA,22,1,19,27,43,10,3.4200000762939453,92,8,369,332
19647336019319,E,Stagg Street El,Stagg Street Elementary,1924,Los Angeles Unified,401,Los Angeles,18,NA,95,569,514,14,55,Yes,Yes,Yes,Yes,76,28,NA,13,16,24,NA,55,14,40,22,22,3,2.5999999046325684,73,27,306,266
19647336019327,E,Stanford Avenue,Stanford Avenue Elementary,1925,Los Angeles Unified,401,Los Angeles,18,NA,99,435,425,19,10,No,No,No,No,98,72,No,14,18,27,NA,32,41,28,17,13,2,2.059999942779541,73,21,965,833
19647336019335,E,State Street El,State Street Elementary,1926,Los Angeles Unified,401,Los Angeles,18,NA,98,457,399,20,58,Yes,Yes,Yes,Yes,91,74,No,31,20,28,NA,84,45,36,11,8,1,1.840000033378601,66,23,1059,803
19647336019343,E,Stonehurst Aven,Stonehurst Avenue Elementary,1927,Los Angeles Unified,401,Los Angeles,18,NA,99,541,452,17,89,Yes,Yes,Yes,Yes,73,51,NA,18,14,30,NA,79,33,27,25,11,3,2.240000009536743,82,9,234,188
19647336019350,E,Stoner Avenue E,Stoner Avenue Elementary,1928,Los Angeles Unified,401,Los Angeles,18,NA,91,516,439,18,77,Yes,Yes,Yes,No,100,71,NA,16,18,26,NA,66,55,27,9,9,0,1.7300000190734863,73,15,374,293
19647336019368,E,Strathern Stree,Strathern Street Elementary,1929,Los Angeles Unified,401,Los Angeles,18,NA,99,519,480,16,39,Yes,Yes,Yes,Yes,91,62,No,17,18,27,NA,79,35,34,19,10,3,2.130000114440918,82,12,860,739
19647336019376,E,Sunland Element,Sunland Elementary,1930,Los Angeles Unified,401,Los Angeles,18,NA,99,617,587,11,30,Yes,Yes,Yes,Yes,59,23,NA,19,18,27,NA,47,12,32,25,24,8,2.8499999046325684,56,33,470,406
19647336019384,E,Sunny Brae Aven,Sunny Brae Avenue Elementary,1931,Los Angeles Unified,401,Los Angeles,18,NA,98,510,456,17,54,Yes,Yes,Yes,Yes,90,70,NA,19,18,28,NA,93,56,27,9,8,0,1.6799999475479126,80,17,552,512
19647336019392,E,Superior Street,Superior Street Elementary,1932,Los Angeles Unified,401,Los Angeles,18,NA,100,694,631,8,63,Yes,Yes,Yes,Yes,56,24,NA,24,18,30,NA,60,18,36,16,25,5,2.640000104904175,81,12,361,292
19647336019400,E,Sylmar Elementa,Sylmar Elementary,1933,Los Angeles Unified,401,Los Angeles,18,NA,99,410,372,21,38,Yes,Yes,Yes,Yes,72,63,No,29,18,26,NA,51,31,34,22,9,3,2.180000066757202,64,26,689,538
19647336019418,E,Sylvan Park Ele,Sylvan Park Elementary,1934,Los Angeles Unified,401,Los Angeles,18,NA,98,466,387,21,79,Yes,Yes,Yes,Yes,100,76,No,11,19,28,NA,0,0,0,50,50,0,3.5,58,31,763,699
19647336019426,E,Taper Avenue El,Taper Avenue Elementary,1935,Los Angeles Unified,401,Los Angeles,18,NA,97,710,690,6,20,Yes,Yes,Yes,Yes,42,8,NA,20,17,28,NA,55,6,27,24,36,7,3.109999895095825,90,10,473,415
19647336019434,E,Tarzana Element,Tarzana Elementary,1936,Los Angeles Unified,401,Los Angeles,18,NA,99,638,531,13,107,Yes,Yes,Yes,Yes,74,33,NA,15,18,31,NA,53,11,30,19,38,2,2.890000104904175,54,50,346,298
19647336019442,E,Telfair Avenue ,Telfair Avenue Elementary,1937,Los Angeles Unified,401,Los Angeles,18,NA,99,437,401,20,36,Yes,Yes,Yes,Yes,100,68,NA,19,20,28,NA,35,45,31,14,9,1,1.8899999856948853,69,13,857,758
19647336019459,E,Tenth Street El,Tenth Street Elementary,1938,Los Angeles Unified,401,Los Angeles,18,NA,97,422,383,21,39,Yes,Yes,Yes,Yes,98,90,No,10,19,29,NA,50,63,22,8,6,2,1.6100000143051147,54,33,1045,915
19647336019467,E,Third Street El,Third Street Elementary,1939,Los Angeles Unified,401,Los Angeles,18,NA,100,841,819,NA,22,Yes,Yes,Yes,Yes,28,39,NA,10,19,31,NA,71,2,19,11,51,16,3.5899999141693115,87,5,546,504
19647336019475,H,Thirty-Second S,Thirty-Second St. USC Performing Arts,1940,Los Angeles Unified,401,Los Angeles,18,NA,100,627,608,10,19,Yes,Yes,Yes,Yes,62,15,NA,26,20,31,22,71,13,14,32,27,14,3.140000104904175,52,44,771,744
19647336019483,E,Weemes (Lenicia,Weemes (Lenicia B.) Elementary,1941,Los Angeles Unified,401,Los Angeles,18,NA,94,495,451,17,44,Yes,Yes,Yes,No,96,41,No,21,18,29,NA,0,0,100,0,0,0,2,57,30,1127,929
19647336019491,E,Bright (Birdiel,Bright (Birdielee V) Elementary,1942,Los Angeles Unified,401,Los Angeles,18,NA,100,619,605,10,14,Yes,No,No,No,100,37,NA,19,19,27,NA,41,8,71,13,7,0,2.2100000381469727,74,19,500,453
19647336019509,E,Toland Way Elem,Toland Way Elementary,1943,Los Angeles Unified,401,Los Angeles,18,NA,96,609,539,13,70,Yes,Yes,Yes,Yes,89,55,NA,15,18,27,NA,44,28,30,20,19,3,2.390000104904175,66,24,329,297
19647336019517,E,Toluca Lake Ele,Toluca Lake Elementary,1944,Los Angeles Unified,401,Los Angeles,18,NA,99,567,520,14,47,Yes,Yes,Yes,Yes,86,46,NA,12,18,29,NA,64,28,25,22,23,2,2.4600000381469727,62,28,462,441
19647336019525,E,Topanga Element,Topanga Elementary (Charter),1945,Los Angeles Unified,401,Los Angeles,18,NA,95,861,794,1,67,Yes,Yes,Yes,Yes,10,4,NA,7,18,30,NA,57,3,0,5,55,37,4.239999771118164,83,11,219,165
19647336019533,E,Topeka Drive El,Topeka Drive Elementary,1946,Los Angeles Unified,401,Los Angeles,18,NA,100,821,767,2,54,Yes,Yes,Yes,Yes,21,4,NA,12,18,29,NA,98,4,25,22,35,14,3.309999942779541,76,12,405,348
19647336019541,E,Towne Avenue El,Towne Avenue Elementary,1947,Los Angeles Unified,401,Los Angeles,18,NA,96,669,662,7,7,Yes,No,No,No,85,27,NA,29,19,27,NA,4,14,86,0,0,0,1.8600000143051147,75,14,366,241
19647336019558,E,Trinity Street ,Trinity Street Elementary,1948,Los Angeles Unified,401,Los Angeles,18,NA,97,442,379,21,63,Yes,Yes,Yes,Yes,100,83,No,12,19,30,NA,58,61,23,9,4,3,1.6299999952316284,64,33,1077,973
19647336019566,E,Tulsa Street El,Tulsa Street Elementary,1949,Los Angeles Unified,401,Los Angeles,18,NA,99,696,636,8,60,Yes,Yes,Yes,Yes,66,22,NA,17,16,29,NA,66,11,44,25,19,2,2.569999933242798,96,11,373,320
19647336019574,E,Tweedy Elementa,Tweedy Elementary,1950,Los Angeles Unified,401,Los Angeles,18,NA,100,490,480,16,10,No,No,No,No,99,55,No,17,18,28,NA,35,29,42,15,8,5,2.1700000762939453,71,27,533,472
19647336019582,E,Twentieth Stree,Twentieth Street Elementary,1951,Los Angeles Unified,401,Los Angeles,18,NA,99,382,360,22,22,Yes,Yes,Yes,Yes,99,81,No,24,18,27,NA,26,69,18,11,1,1,1.4700000286102295,62,33,559,460
19647336019590,E,Twenty-Eighth S,Twenty-Eighth Street Elementar,1952,Los Angeles Unified,401,Los Angeles,18,NA,100,397,333,23,64,Yes,Yes,Yes,Yes,98,84,No,8,19,27,NA,0,33,0,0,67,0,3,54,40,1004,960
19647336019608,E,Twenty-Fourth S,Twenty-Fourth Street Elementary,1953,Los Angeles Unified,401,Los Angeles,18,NA,96,466,409,20,57,Yes,Yes,Yes,Yes,96,55,No,13,18,28,NA,5,38,40,14,7,0,1.899999976158142,51,31,843,758
19647336019616,E,Two Hundred Thi,Two Hundred Thirty-Second Place,1954,Los Angeles Unified,401,Los Angeles,18,NA,98,684,622,9,62,Yes,Yes,Yes,Yes,56,14,NA,18,17,25,NA,81,10,23,34,26,7,2.9600000381469727,65,12,263,211
19647336019624,E,Union Avenue El,Union Avenue Elementary,1955,Los Angeles Unified,401,Los Angeles,18,NA,96,425,394,20,31,Yes,Yes,Yes,Yes,98,88,No,9,19,30,NA,0,0,0,0,0,0,NA,66,22,1268,1134
19647336019632,E,Utah Street Ele,Utah Street Elementary,1956,Los Angeles Unified,401,Los Angeles,18,NA,99,420,394,20,26,Yes,Yes,Yes,Yes,100,81,NA,38,15,27,NA,59,61,24,11,3,1,1.590000033378601,83,17,300,261
19647336019640,E,Valerio Street ,Valerio Street Elementary,1957,Los Angeles Unified,401,Los Angeles,18,NA,99,457,411,19,46,Yes,Yes,Yes,Yes,99,72,No,31,18,30,NA,0,50,50,0,0,0,1.5,62,28,989,785
19647336019657,E,Valley View Ele,Valley View Elementary,1958,Los Angeles Unified,401,Los Angeles,18,NA,100,626,508,15,118,Yes,Yes,Yes,Yes,59,34,NA,18,15,26,NA,76,15,27,18,36,4,2.880000114440918,87,7,158,127
19647336019665,E,Van Deene Avenu,Van Deene Avenue Elementary,1959,Los Angeles Unified,401,Los Angeles,18,NA,100,621,605,10,16,Yes,Yes,Yes,Yes,82,45,NA,17,18,25,NA,4,42,50,8,0,0,1.6699999570846558,86,11,320,298
19647336019673,E,Van Gogh Street,Van Gogh Street Elementary,1960,Los Angeles Unified,401,Los Angeles,18,NA,100,832,762,2,70,Yes,Yes,Yes,Yes,21,5,NA,12,18,29,NA,93,6,26,18,32,18,3.2899999618530273,74,17,291,254
19647336019681,E,Van Ness Avenue,Van Ness Avenue Elementary,1961,Los Angeles Unified,401,Los Angeles,18,NA,99,582,538,13,44,Yes,Yes,Yes,Yes,89,67,No,26,19,27,NA,60,26,17,16,28,13,2.8399999141693115,68,32,401,307
19647336019699,E,Van Nuys Elemen,Van Nuys Elementary,1962,Los Angeles Unified,401,Los Angeles,18,NA,88,494,449,18,45,Yes,Yes,Yes,No,98,74,No,27,18,30,NA,2,7,7,71,14,0,2.930000066757202,81,19,686,471
19647336019707,E,Vanalden Avenue,Vanalden Avenue Elementary,1963,Los Angeles Unified,401,Los Angeles,18,NA,99,702,633,8,69,Yes,No,No,No,80,23,NA,12,19,26,NA,47,14,34,24,23,5,2.7200000286102295,93,4,331,296
19647336019715,E,Vaughn Street E,Vaughn Street Elementary (Char),1964,Los Angeles Unified,401,Los Angeles,18,NA,100,494,443,18,51,Yes,Yes,Yes,Yes,97,73,No,10,20,20,NA,86,80,13,4,3,0,1.309999942779541,32,40,651,607
19647336019723,E,Vena Avenue Ele,Vena Avenue Elementary,1965,Los Angeles Unified,401,Los Angeles,18,NA,97,659,589,11,70,Yes,Yes,Yes,Yes,74,37,NA,10,18,27,NA,82,30,18,21,18,13,2.6500000953674316,79,12,600,558
19647336019731,E,Vermont Avenue ,Vermont Avenue Elementary,1966,Los Angeles Unified,401,Los Angeles,18,NA,100,448,403,20,45,Yes,Yes,Yes,Yes,100,71,No,15,18,28,NA,1,50,50,0,0,0,1.5,70,22,1066,941
19647336019749,E,Vernon City Ele,Vernon City Elementary,1967,Los Angeles Unified,401,Los Angeles,18,NA,100,520,449,18,71,Yes,Yes,Yes,Yes,99,67,NA,11,18,27,NA,69,61,17,14,6,2,1.7000000476837158,54,31,185,168
19647336019756,E,Victoria Avenue,Victoria Avenue Elementary,1968,Los Angeles Unified,401,Los Angeles,18,NA,99,511,477,16,34,Yes,Yes,Yes,Yes,98,63,No,11,20,28,NA,72,43,31,16,5,5,1.9700000286102295,76,11,1045,997
19647336019764,E,Victory Bouleva,Victory Boulevard Elementary,1969,Los Angeles Unified,401,Los Angeles,18,NA,100,514,453,17,61,Yes,Yes,Yes,Yes,95,74,No,11,19,28,NA,99,59,41,1,0,0,1.4199999570846558,68,25,1002,938
19647336019772,E,Vine Street Ele,Vine Street Elementary,1970,Los Angeles Unified,401,Los Angeles,18,NA,99,582,508,15,74,Yes,Yes,Yes,Yes,96,67,No,8,18,29,NA,0,100,0,0,0,0,1,74,24,567,485
19647336019780,E,Vinedale Elemen,Vinedale Elementary,1971,Los Angeles Unified,401,Los Angeles,18,NA,97,475,480,16,-5,No,No,No,No,89,63,NA,14,18,27,NA,31,37,24,18,18,3,2.2699999809265137,69,31,296,278
